route_id,service_id,trip_id
0552062114,1_平日,0552062114_1_平日_18:32:00
02503322,1_平日,02503322_1_平日_20:00:00
0038062110,1_平日,0038062110_1_平日_19:53:00
0535000897,1_平日,0535000897_1_平日_20:23:00
02703322,1_平日,02703322_1_平日_16:35:00
02703322,1_平日,02703322_1_平日_18:51:00
055601472,1_平日,055601472_1_平日_19:02:00
02704222,1_平日,02704222_1_平日_07:55:00
02705111,1_平日,02705111_1_平日_06:47:00
00080556119,1_平日,00080556119_1_平日_06:32:00
02705111,1_平日,02705111_1_平日_08:09:00
02705111,1_平日,02705111_1_平日_08:34:00
02705111,1_平日,02705111_1_平日_10:25:00
02705111,1_平日,02705111_1_平日_12:05:00
02705111,1_平日,02705111_1_平日_14:22:00
02705122,1_平日,02705122_1_平日_15:55:00
02705122,1_平日,02705122_1_平日_17:35:00
02706111,1_平日,02706111_1_平日_18:50:00
00080556119,1_平日,00080556119_1_平日_18:35:00
02706211,1_平日,02706211_1_平日_16:23:00
02706211,1_平日,02706211_1_平日_16:51:00
02706211,1_平日,02706211_1_平日_17:57:00
02706222,1_平日,02706222_1_平日_07:25:00
0008055292,1_平日,0008055292_1_平日_07:08:00
02706222,1_平日,02706222_1_平日_09:30:00
0801055279,1_平日,0801055279_1_平日_09:23:00
02706222,1_平日,02706222_1_平日_11:22:00
02706222,1_平日,02706222_1_平日_13:31:00
03201111,1_平日,03201111_1_平日_07:07:00
0008030459,1_平日,0008030459_1_平日_07:01:00
03201111,1_平日,03201111_1_平日_08:57:00
03201111,1_平日,03201111_1_平日_10:49:00
03201111,1_平日,03201111_1_平日_11:47:00
03201111,1_平日,03201111_1_平日_13:47:00
03201111,1_平日,03201111_1_平日_14:45:00
03201111,1_平日,03201111_1_平日_15:51:00
03201111,1_平日,03201111_1_平日_15:51:00
03201111,1_平日,03201111_1_平日_16:44:00
03201111,1_平日,03201111_1_平日_18:11:00
03201111,1_平日,03201111_1_平日_18:52:00
03201111,1_平日,03201111_1_平日_19:49:00
03201111,1_平日,03201111_1_平日_21:02:00
03201122,1_平日,03201122_1_平日_06:38:00
03201122,1_平日,03201122_1_平日_07:06:00
03201122,1_平日,03201122_1_平日_07:06:00
03201122,1_平日,03201122_1_平日_07:51:00
03201122,1_平日,03201122_1_平日_08:27:00
03201122,1_平日,03201122_1_平日_09:33:00
03201122,1_平日,03201122_1_平日_11:27:00
03201122,1_平日,03201122_1_平日_12:28:00
03201122,1_平日,03201122_1_平日_13:28:00
03201122,1_平日,03201122_1_平日_14:28:00
03201122,1_平日,03201122_1_平日_16:27:00
03201122,1_平日,03201122_1_平日_17:07:00
03202522,1_平日,03202522_1_平日_08:39:00
03202522,1_平日,03202522_1_平日_13:40:00
062100389,1_平日,062100389_1_平日_14:15:00
03202522,1_平日,03202522_1_平日_14:40:00
03202611,1_平日,03202611_1_平日_08:16:00
03202611,1_平日,03202611_1_平日_10:08:00
03202611,1_平日,03202611_1_平日_11:06:00
03202611,1_平日,03202611_1_平日_13:06:00
03202611,1_平日,03202611_1_平日_14:04:00
0008055292,1_平日,0008055292_1_平日_13:47:00
03202611,1_平日,03202611_1_平日_15:06:00
03202611,1_平日,03202611_1_平日_15:06:00
03202611,1_平日,03202611_1_平日_16:03:00
03202611,1_平日,03202611_1_平日_17:28:00
03202611,1_平日,03202611_1_平日_18:09:00
03202611,1_平日,03202611_1_平日_19:08:00
03202611,1_平日,03202611_1_平日_20:25:00
03202622,1_平日,03202622_1_平日_06:49:00
03202622,1_平日,03202622_1_平日_07:18:00
03202622,1_平日,03202622_1_平日_07:18:00
03202622,1_平日,03202622_1_平日_08:03:00
03202622,1_平日,03202622_1_平日_09:45:00
03202622,1_平日,03202622_1_平日_11:39:00
03202622,1_平日,03202622_1_平日_12:40:00
03202622,1_平日,03202622_1_平日_16:39:00
03202622,1_平日,03202622_1_平日_17:19:00
03401111,1_平日,03401111_1_平日_07:10:00
0147000829,1_平日,0147000829_1_平日_07:40:00
03401111,1_平日,03401111_1_平日_07:30:00
03401111,1_平日,03401111_1_平日_07:50:00
0147000829,1_平日,0147000829_1_平日_08:20:00
03401111,1_平日,03401111_1_平日_08:11:00
0147000829,1_平日,0147000829_1_平日_08:41:00
03401111,1_平日,03401111_1_平日_08:11:00
0147000829,1_平日,0147000829_1_平日_08:41:00
03401111,1_平日,03401111_1_平日_08:51:00
03401111,1_平日,03401111_1_平日_10:49:00
0801055279,1_平日,0801055279_1_平日_10:42:00
03401111,1_平日,03401111_1_平日_12:07:00
03401111,1_平日,03401111_1_平日_12:07:00
03401111,1_平日,03401111_1_平日_17:58:00
03401122,1_平日,03401122_1_平日_11:27:00
03401122,1_平日,03401122_1_平日_13:10:00
03401122,1_平日,03401122_1_平日_16:14:00
