0351	00301111	1	0621002	300	2
0351	00301111	1	0428001	300	2
0351	00301111	1	0314002	300	1
0351	00301111	1	0224002	300	1
0351	00301111	1	0117002	300	1
0351	00301111	1	0007002	300	2
0351	00301111	1	0417002	300	1	391	2	421	3	541	2	993	3	1141	2	1233	1
0351	00301111	1	0222002	300	0
0351	00301111	1	0630002	300	3
0351	00301111	1	0008001	300	0
0351	00301122	1	0008001	300	2
0351	00301122	1	0630001	300	0
0351	00301122	1	0222001	300	1	421	2	541	1	991	2	1141	1
0351	00301122	1	0417001	300	1	421	2	541	1	991	2	1141	1
0351	00301122	1	0007001	300	0
0351	00301122	1	0117001	300	1
0351	00301122	1	0224001	300	1	393	2	1233	1
0351	00301122	1	0314001	300	4	440	5	491	4	1020	5	1096	4
0351	00301122	1	0229099	300	2
0351	00301122	1	0621004	300	0
0351	00301211	1	0552001	300	3
0351	00301211	1	0219001	300	2
0351	00301211	1	0621002	300	2
0351	00301211	1	0428001	300	2
0351	00301211	1	0314002	300	1
0351	00301211	1	0224002	300	1
0351	00301211	1	0117002	300	1
0351	00301211	1	0007002	300	2
0351	00301211	1	0417002	300	1	391	2	421	3	541	2	993	3	1141	2	1233	1
0351	00301211	1	0222002	300	0
0351	00301211	1	0630002	300	3
0351	00301211	1	0008001	300	0
0351	00301222	1	0008001	300	2
0351	00301222	1	0630001	300	0
0351	00301222	1	0222001	300	1	421	2	541	1	991	2	1141	1
0351	00301222	1	0417001	300	1	421	2	541	1	991	2	1141	1
0351	00301222	1	0007001	300	0
0351	00301222	1	0117001	300	1
0351	00301222	1	0224001	300	1	393	2	1233	1
0351	00301222	1	0314001	300	4	440	5	491	4	1020	5	1096	4
0351	00301222	1	0229001	300	2
0351	00301222	1	0621005	300	3
0351	00301222	1	0621001	300	2
0351	00301222	1	0219099	300	3
0351	00301222	1	0552001	300	0
0351	00301311	1	0427001	300	2
0351	00301311	1	0234001	300	1
0351	00301311	1	0621002	300	2
0351	00301311	1	0428001	300	2
0351	00301311	1	0314002	300	1
0351	00301311	1	0224002	300	1
0351	00301311	1	0117002	300	1
0351	00301311	1	0007002	300	2
0351	00301311	1	0417002	300	1	391	2	421	3	541	2	993	3	1141	2	1233	1
0351	00301311	1	0222002	300	0
0351	00301311	1	0630002	300	3
0351	00301311	1	0008001	300	0
0351	00301411	1	0038001	300	1	450	2	1265	1
0351	00301411	1	0303001	300	1	451	2	1231	1
0351	00301411	1	0255001	300	0	421	1	541	0	991	1	1141	0
0351	00301411	1	0013001	300	1
0351	00301411	1	0427001	300	2
0351	00301411	1	0234001	300	1
0351	00301411	1	0621002	300	2
0351	00301411	1	0428001	300	2
0351	00301411	1	0314002	300	1
0351	00301411	1	0224002	300	1
0351	00301411	1	0117002	300	1
0351	00301411	1	0007002	300	2
0351	00301411	1	0417002	300	1	391	2	421	3	541	2	993	3	1141	2	1233	1
0351	00301411	1	0222002	300	0
0351	00301411	1	0630002	300	3
0351	00301411	1	0008001	300	0
0351	00302111	1	0621002	300	2
0351	00302111	1	0428001	300	2
0351	00302111	1	0314002	300	1
0351	00302111	1	0224002	300	1
