0348	1001	1	001	合川
0348	2001	2	001	葵団地
0348	2002	2	002	葵団地
0348	3001	3	001	青葉二丁目
0348	3002	3	002	青葉二丁目
0348	3099	3	099	青葉二丁目
0348	4001	4	001	赤坂
0348	4002	4	002	赤坂
0348	4099	4	099	赤坂
0348	5001	5	001	赤畑
0348	5002	5	002	赤畑
0348	5003	5	003	赤畑（市川中学校側）
0348	5099	5	099	赤畑
0348	6001	6	001	赤羽
0348	6002	6	002	赤羽
0348	7001	7	001	明戸
0348	7002	7	002	明戸
0348	7099	7	099	明戸
0348	8001	8	001	旭ヶ丘営業所
0348	8099	8	099	旭ヶ丘営業所
0348	9001	9	001	旭ヶ丘団地
0348	9099	9	099	旭ヶ丘団地
0348	10001	10	001	旭ヶ丘西口
0348	10002	10	002	旭ヶ丘西口
0348	10099	10	099	旭ヶ丘西口
0348	11001	11	001	旭ヶ丘東口（国道45号側）
0348	11002	11	002	旭ヶ丘東口（国道45号側）
0348	11003	11	003	旭ヶ丘東口（桜ヶ丘側）
0348	11099	11	099	旭ヶ丘東口
0348	12001	12	001	旭ヶ丘四丁目
0348	12002	12	002	旭ヶ丘四丁目
0348	12099	12	099	旭ヶ丘四丁目
0348	13001	13	001	荒町
0348	13099	13	099	荒町
0348	14001	14	001	石手洗団地前（梨子ノ木平側）
0348	14002	14	002	石手洗団地前（梨子ノ木平側）
0348	14003	14	003	石手洗団地前（松ヶ崎側）
0348	14099	14	099	石手洗団地前
0348	15001	15	001	石堂
0348	15002	15	002	石堂
0348	15099	15	099	石堂
0348	16001	16	001	石堂二丁目
0348	16002	16	002	石堂二丁目
0348	16099	16	099	石堂二丁目
0348	17001	17	001	石堂東口
0348	17002	17	002	石堂東口
0348	17099	17	099	石堂東口
0348	18001	18	001	八戸城北病院
0348	18002	18	002	八戸城北病院
0348	18099	18	099	八戸城北病院
0348	19001	19	001	石渡口
0348	20001	20	001	市川
0348	20002	20	002	市川
0348	20099	20	099	市川
0348	21001	21	001	市川後
0348	21002	21	002	市川後
0348	21099	21	099	市川後
0348	22001	22	001	市川中学校前
0348	22002	22	002	市川中学校前
0348	22099	22	099	市川中学校前
0348	23001	23	001	市川変電所（三菱製紙側）
0348	23002	23	002	市川変電所（三菱製紙側）
0348	23003	23	003	市川変電所（桔梗野工業団地側）
0348	23004	23	004	市川変電所
0348	23099	23	099	市川変電所
0348	24001	24	001	一番町
0348	24002	24	002	一番町
0348	24099	24	099	一番町
0348	25001	25	001	一中前
0348	25002	25	002	一中前
0348	25099	25	099	一中前
0348	26001	26	001	岩ノ沢
0348	26002	26	002	岩ノ沢
0348	26003	26	003	岩ノ沢
0348	26099	26	099	岩ノ沢
0348	27001	27	001	岩淵通
0348	27002	27	002	岩淵通
0348	27099	27	099	岩淵通
0348	28001	28	001	姥懐
0348	28099	28	099	姥懐
0348	29001	29	001	浦町
0348	29099	29	099	浦町
0348	30001	30	001	ＮＴＴ前
0348	30002	30	002	ＮＴＴ前
0348	30099	30	099	ＮＴＴ前
0348	30101	30	101	ＮＴＴ前（朝市）
0348	30102	30	102	ＮＴＴ前（朝市）
0348	31001	31	001	扇ヶ浦
0348	31099	31	099	扇ヶ浦
0348	32001	32	001	大久喜
0348	32099	32	099	大久喜
0348	33001	33	001	大久保
0348	33099	33	099	大久保
0348	34001	34	001	大久保通
0348	34002	34	002	大久保通
0348	34099	34	099	大久保通
0348	35001	35	001	大沢
0348	35002	35	002	大沢
0348	35099	35	099	大沢
0348	36001	36	001	大蛇
0348	37001	37	001	大蛇駅通
0348	37099	37	099	大蛇駅通
0348	38001	38	001	大杉平バスセンター（待合室前）
0348	38002	38	002	大杉平バスセンター（道路側）
