0348	00303111	0621002	2	館花下	旭ヶ丘団地	Ａ3	6	0428001	0	館花下	旭ヶ丘団地	Ａ3	6	0314002	0	館花下	旭ヶ丘団地	Ａ3	1	0224002	0		旭ヶ丘団地	Ａ3	4	0117002	0		旭ヶ丘団地	Ａ3	4	0007002	0		旭ヶ丘団地	Ａ3	4	0417002	0		旭ヶ丘団地	Ａ3	4	0222002	0	旭ヶ丘団地	旭ヶ丘団地	Ａ3	5	0630002	0	館花下	旭ヶ丘団地	Ａ3	5	0008001	0		旭ヶ丘団地	Ａ3	92	0012099	0		旭ヶ丘団地	Ａ3	1	0009001	1				0
0348	00303122	0009001	2		中心街（朔日町）	Ｃ5	40	0012002	0		中心街（朔日町）	Ｃ5	4	0011001	0	館花下	中心街（朔日町）	Ｃ5	1	0008001	0	館花下	中心街（朔日町）	Ｃ5	1	0630001	0	館花下	中心街（朔日町）	Ｃ5	1	0222001	0	館花下	中心街（朔日町）	Ｃ5	1	0417001	0	館花下	中心街（朔日町）	Ｃ5	1	0007001	0	館花下	中心街（朔日町）	Ｃ5	1	0117001	0	館花下	中心街（朔日町）	Ｃ5	1	0224001	0	館花下	中心街（朔日町）	Ｃ5	1	0314001	0	館花下	中心街（朔日町）	Ｃ5	1	0229099	0	館花下	中心街（朔日町）	Ｃ5	1	0621004	1				0
0348	00303222	0009001	2	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	40	0012002	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	4	0011001	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	25	0008001	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	5	0630001	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	3	0222001	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	3	0417001	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	3	0007001	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	3	0117001	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	4	0224001	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	4	0314001	0	旭ヶ丘営業所・館花下・中心街(六)	本八戸駅	Ｐ50	4	0229001	0	館花下・中心街(六)	本八戸駅	Ｐ50	55	0621005	0	館花下・中心街(六)	本八戸駅	Ｐ50	55	0621001	0	館花下・中心街(六)	本八戸駅	Ｐ50	10	0219002	0	館花下・中心街(六)	本八戸駅	Ｐ50	8	0552001	1				0
0348	00303322	0009001	2	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	44	0012002	0	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	6	0011001	0	旭ヶ丘営業所・館花下・中心街(朔)	大杉平バスセンター	Ｆ1	2	0008001	0	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	3	0630001	0	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	2	0222001	0	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	2	0417001	0	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	2	0007001	0	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	2	0117001	0	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	2	0224001	0	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	2	0314001	0		大杉平バスセンター	Ｆ1	2	0229001	0	旭ヶ丘営業所・館花下・中心街(朔)	大杉平バスセンター	Ｆ1	35	0621004	0	旭ヶ丘営業所・館花下・中心街(朔)	大杉平バスセンター	Ｆ1	2	0236001	0	旭ヶ丘営業所・館花下・中心街(朔)	大杉平バスセンター	Ｆ1	30	0255003	0	旭ヶ丘営業所・館花下・中心街(朔)	大杉平バスセンター	Ｆ1	5	0303002	0	館花下・中心街(朔)	大杉平バスセンター	Ｆ1	1	0038001	1				0
0348	00303411	0427001	2	館花下	旭ヶ丘団地	Ａ3	45	0234001	0	館花下	旭ヶ丘団地	Ａ3	9	0621002	0	館花下	旭ヶ丘団地	Ａ3	6	0428001	0	館花下	旭ヶ丘団地	Ａ3	6	0314002	0	館花下	旭ヶ丘団地	Ａ3	1	0224002	0		旭ヶ丘団地	Ａ3	4	0117002	0		旭ヶ丘団地	Ａ3	4	0007002	0		旭ヶ丘団地	Ａ3	4	0417002	0		旭ヶ丘団地	Ａ3	4	0222002	0	館花下	旭ヶ丘団地	Ａ3	5	0630002	0	館花下	旭ヶ丘団地	Ａ3	5	0008001	0	館花下	旭ヶ丘団地	Ａ3	92	0012099	0	館花下	旭ヶ丘団地	Ａ3	1	0009001	1				0
0348	00304111	0552001	2	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	2	0219001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0621003	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0411001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0260001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0527001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0538002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0025002	0		旭ヶ丘営業所	Ｓ30	1	0319002	0		旭ヶ丘営業所	Ｓ30	1	0154002	0		旭ヶ丘営業所	Ｓ30	1	0281002	0		旭ヶ丘営業所	Ｓ30	1	0416002	0		旭ヶ丘営業所	Ｓ30	1	0409002	0		旭ヶ丘営業所	Ｓ30	1	0418002	0	旭ヶ丘団地		Ｓ30	1	0638002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0010002	0		旭ヶ丘営業所	Ｓ30	1	0009001	0		旭ヶ丘営業所	Ｓ30	36	0012002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0011001	0		旭ヶ丘営業所	Ｓ30	50	0008001	1				0
0348	00304122	0008001	2	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	40	0012001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	4	0009001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0010001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0638001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0418001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0409001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0416001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	2	0281001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	2	0154001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	2	0319001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	2	0025001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	2	0538001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0102001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0225099	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	1	0236002	0	吹上・中心街(三)	本八戸駅	Ｐ50	1	0621099	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	1	0219002	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	8	0552001	1				0
0348	00304211	0621099	2	吹上	旭ヶ丘営業所	Ｓ30	1	0411001	0	吹上	旭ヶ丘営業所	Ｓ30	1	0260001	0	吹上	旭ヶ丘営業所	Ｓ30	1	0527001	0	吹上	旭ヶ丘営業所	Ｓ30	1	0538002	0		旭ヶ丘営業所	Ｓ30	1	0025002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0319002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0154002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0281002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0416002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0409002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0418002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0638002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0010002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0009001	0	吹上	旭ヶ丘営業所	Ｓ30	36	0012002	0	吹上	旭ヶ丘営業所	Ｓ30	1	0011001	0	吹上	旭ヶ丘営業所	Ｓ30	50	0008001	1				0
0348	00304222	0008001	2	市民病院・吹上	中心街（三日町）	Ｃ5	38	0012001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0009001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0010001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0638001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0418001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0409001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0416001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0281001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0154001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0319001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0025001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0538001	0	吹上	中心街（三日町）	Ｃ5	1	0102001	0	吹上	中心街（三日町）	Ｃ5	1	0225099	0	吹上	中心街（三日町）	Ｃ5	1	0236099	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0621001	1				0
0348	00304322	0008001	2	吹上	中心街（三日町）	Ｃ5	38	0012001	0	吹上	中心街（三日町）	Ｃ5	1	0009001	0	吹上	中心街（三日町）	Ｃ5	1	0010001	0	吹上	中心街（三日町）	Ｃ5	1	0638001	0	吹上	中心街（三日町）	Ｃ5	1	0418001	0	吹上	中心街（三日町）	Ｃ5	1	0409001	0	吹上	中心街（三日町）	Ｃ5	1	0416001	0	吹上	中心街（三日町）	Ｃ5	1	0281001	0	吹上	中心街（三日町）	Ｃ5	1	0154001	0	吹上	中心街（三日町）	Ｃ5	1	0319001	0	吹上	中心街（三日町）	Ｃ5	1	0025001	0	吹上	中心街（三日町）	Ｃ5	1	0538001	0		中心街（三日町）	Ｃ5	1	0102001	0	吹上	中心街（三日町）	Ｃ5	1	0225099	0	吹上	中心街（三日町）	Ｃ5	1	0236099	0	吹上	中心街（三日町）	Ｃ5	1	0621002	1				0
0348	00304411	0552001	2	中心街(中)・市民病院	旭ヶ丘営業所	Ｓ30	2	0219001	0	中心街(中)・市民病院	旭ヶ丘営業所	Ｓ30	1	0621003	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0411001	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0260001	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0527001	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0538002	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0025002	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0319002	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0154002	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0281002	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0280001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	22	0416002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0409002	0	中心街(中)・市民病院	旭ヶ丘営業所	Ｓ30	1	0418002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0638002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0010002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0009001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	36	0012002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0011001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	50	0008001	1				0
0348	00304422	0008001	2	吹上・中心街(三)	本八戸駅	Ｐ50	40	0012001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	4	0009001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0010001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0638001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0418001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0409001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	3	0416001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	2	0280001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0281001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0154001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0319001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0025001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0538001	0	中心街(三)	本八戸駅	Ｐ50	2	0398001	0	中心街(三)	本八戸駅	Ｐ50	2	0225001	0	中心街(三)	本八戸駅	Ｐ50	2	0236002	0	中心街(三)	本八戸駅	Ｐ50	1	0621001	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	10	0219002	0	市民病院・吹上・中心街(三)	本八戸駅	Ｐ50	8	0552001	1				0
0348	00304511	0621003	2	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0411001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0260001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0527001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0538002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0025002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0319002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0154002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0281002	0	市民病院	旭ヶ丘営業所	Ｓ30	1	0280001	0	市民病院	旭ヶ丘営業所	Ｓ30	22	0416002	0	市民病院	旭ヶ丘営業所	Ｓ30	1	0409002	0		旭ヶ丘営業所	Ｓ30	1	0418002	0		旭ヶ丘営業所	Ｓ30	1	0638002	0		旭ヶ丘営業所	Ｓ30	1	0010002	0		旭ヶ丘営業所	Ｓ30	1	0009001	0		旭ヶ丘営業所	Ｓ30	36	0012002	0		旭ヶ丘営業所	Ｓ30	1	0011001	0		旭ヶ丘営業所	Ｓ30	50	0008001	1				0
0348	00304522	0008001	2	市民病院・吹上	中心街（三日町）	Ｃ5	38	0012001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0009001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0010001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0638001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0418001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0409001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0416001	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0280001	0	吹上	中心街（三日町）	Ｃ5	1	0281001	0	吹上	中心街（三日町）	Ｃ5	1	0154001	0	吹上	中心街（三日町）	Ｃ5	1	0319001	0	吹上	中心街（三日町）	Ｃ5	1	0025001	0	吹上	中心街（三日町）	Ｃ5	1	0538001	0		中心街（三日町）	Ｃ5	1	0225001	0		中心街（三日町）	Ｃ5	1	0236099	0	市民病院・吹上	中心街（三日町）	Ｃ5	1	0621001	1				0
0348	00304622	0008001	2	吹上	中心街（八日町）	Ｃ5	38	0012001	0	市民病院	中心街（八日町）	Ｃ5	1	0009001	0	市民病院	中心街（八日町）	Ｃ5	1	0010001	0	吹上	中心街（八日町）	Ｃ5	1	0638001	0		中心街（八日町）	Ｃ5	1	0418001	0	市民病院	中心街（八日町）	Ｃ5	1	0409001	0	市民病院	中心街（八日町）	Ｃ5	1	0416001	0	市民病院	中心街（八日町）	Ｃ5	1	0280001	0	吹上	中心街（八日町）	Ｃ5	1	0281001	0	吹上	中心街（八日町）	Ｃ5	1	0154001	0	吹上	中心街（八日町）	Ｃ5	1	0319001	0	吹上	中心街（八日町）	Ｃ5	1	0025001	0	吹上	中心街（八日町）	Ｃ5	1	0538001	0	吹上	中心街（八日町）	Ｃ5	1	0102001	0	吹上	中心街（八日町）	Ｃ5	1	0225001	0	吹上	中心街（八日町）	Ｃ5	1	0236099	0	吹上	中心街（八日町）	Ｃ5	1	0621002	1				0
0348	00304711	0552001	2	イオン田向店	旭ヶ丘営業所	Ｓ30	2	0219001	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0621003	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0411001	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0260001	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0527001	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0538002	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0025002	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0319002	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0154002	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0051001	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	11	0281002	0	市民病院・旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0280001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	22	0416002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0409002	0	イオン田向店	旭ヶ丘営業所	Ｓ30	1	0418002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0638002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0010002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0009001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	36	0012002	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	1	0011001	0	旭ヶ丘団地	旭ヶ丘営業所	Ｓ30	50	0008001	1				0
0348	00304722	0008001	2	イオン田向店	本八戸駅	Ｐ50	40	0012001	0	イオン田向店	本八戸駅	Ｐ50	4	0009001	0	イオン田向店	本八戸駅	Ｐ50	3	0010001	0	イオン田向店	本八戸駅	Ｐ50	3	0638001	0	イオン田向店	本八戸駅	Ｐ50	3	0418001	0	イオン田向店	本八戸駅	Ｐ50	3	0409001	0	イオン田向店	本八戸駅	Ｐ50	3	0416001	0	イオン田向店	本八戸駅	Ｐ50	2	0280001	0	イオン田向店	本八戸駅	Ｐ50	2	0281001	0	イオン田向店	本八戸駅	Ｐ50	2	0051001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0154001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0319001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0025001	0	吹上・中心街(三)	本八戸駅	Ｐ50	2	0538001	0	イオン田向店	本八戸駅	Ｐ50	2	0398001	0	イオン田向店	本八戸駅	Ｐ50	2	0225001	0	中心街(三)	本八戸駅	Ｐ50	2	0236002	0	中心街(三)	本八戸駅	Ｐ50	1	0621001	0	イオン田向店	本八戸駅	Ｐ50	10	0219002	0	イオン田向店	本八戸駅	Ｐ50	8	0552001	1				0
